cep,bairro,latitude,longitude,origem_coord,cod_territ,cre,n_inscricoes
22290190,Botafogo,-22.955258,-43.176350,prefixo5,2.1,2,30
22290240,Botafogo,-22.955258,-43.176350,prefixo5,2.1,2,15
22290255,Urca,-22.953822,-43.168885,cep_exato,2.1,2,5
22290260,Urca,-22.955258,-43.176350,prefixo5,2.1,2,1
22290270,Urca,-22.954250,-43.164500,cep_exato,2.1,2,45
22290280,Urca,-22.955258,-43.176350,prefixo5,2.1,2,4
22290290,Urca,-22.955258,-43.176350,prefixo5,2.1,2,5
22290900,Urca,-22.955258,-43.176350,prefixo5,2.1,2,3
22290905,Botafogo,-22.955258,-43.176350,prefixo5,2.1,2,4
22291020,Urca,-22.946106,-43.157391,prefixo5,2.1,2,1
22291060,Urca,-22.946106,-43.157391,prefixo5,2.1,2,7
22291070,Urca,-22.946106,-43.157391,prefixo5,2.1,2,12
22291080,Urca,-22.946106,-43.157391,prefixo5,2.1,2,20
22291090,Urca,-22.946106,-43.157391,prefixo5,2.1,2,6
22291100,Urca,-22.946106,-43.157391,prefixo5,2.1,2,11
22291120,Urca,-22.946106,-43.157391,prefixo5,2.1,2,11
22291140,Urca,-22.946106,-43.157391,prefixo5,2.1,2,21
22291170,Urca,-22.946106,-43.157391,prefixo5,2.1,2,6
22291180,Urca,-22.946106,-43.157391,prefixo5,2.1,2,6
22291210,Urca,-22.946106,-43.157391,prefixo5,2.1,2,10
22295085,Recreio dos Bandeirantes,-22.943667,-43.186068,prefixo3,2.1,2,4
22298048,Freguesia,-22.943667,-43.186068,prefixo3,2.1,2,1
22301647,Campo Grande,-22.897889,-43.563097,bairro,9.8,9,1
22365836,Recreio,-23.023984,-43.489959,bairro,7.28,7,5
22378314,Jacarepaguá,-22.943517,-43.373313,bairro,7.13,7,1
22408782,Bangu,-22.981409,-43.231927,prefixo3,2.5,2,1
22410000,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,21
22410001,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,20
22410003,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,5
22410010,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,49
22410040,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,1
22410050,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,5
22410060,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,10
22410090,Ipanema,-22.981955,-43.213579,cep_exato,2.5,2,1
22410902,Ipanema,-22.981955,-43.213579,prefixo5,2.5,2,5
22411000,Ipanema,-22.983332,-43.199036,cep_exato,2.4,2,10
22411001,Ipanema,-22.982012,-43.199106,prefixo5,2.4,2,1
22411003,Ipanema,-22.982012,-43.199106,prefixo5,2.4,2,1
22411020,Ipanema,-22.982012,-43.199106,prefixo5,2.4,2,1
22411030,Ipanema,-22.980693,-43.199175,cep_exato,2.4,2,23
22411040,Ipanema,-22.982012,-43.199106,prefixo5,2.4,2,7
22411060,Ipanema,-22.982012,-43.199106,prefixo5,2.4,2,4
22411072,Ipanema,-22.982012,-43.199106,prefixo5,2.4,2,9
22415261,Rocinha,-22.981409,-43.231927,prefixo3,2.5,2,1
22420008,Ipanema,-22.982723,-43.200840,prefixo5,2.5,2,4
22420010,Ipanema,-22.983813,-43.196939,cep_exato,2.4,2,5
22420018,Jardim Botânico,-22.982723,-43.200840,prefixo5,2.5,2,1
22420020,Ipanema,-22.982723,-43.200840,prefixo5,2.5,2,4
22420030,Ipanema,-22.981634,-43.204742,cep_exato,2.5,2,2
22420040,Ipanema,-22.982723,-43.200840,prefixo5,2.5,2,14
22420041,Ipanema,-22.982723,-43.200840,prefixo5,2.5,2,2
22420043,Ipanema,-22.982723,-43.200840,prefixo5,2.5,2,10
22421000,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,3
22421010,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,7
22421022,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,3
22421024,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,4
22421025,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,3
22421026,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,2
22421027,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,10
22427026,Ipanema,-22.981409,-43.231927,prefixo3,2.5,2,1
22430040,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,3
22430041,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,128
22430042,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,5
22430060,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,5
22430110,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,2
22430160,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,13
22430190,Leblon,-22.981559,-43.217029,cep_exato,2.5,2,11
22430200,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,5
22430210,Leblon,-22.981559,-43.217029,prefixo5,2.5,2,10
22431001,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,6
22431003,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,1
22431004,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,1
22431040,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,1
22431050,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,7
22440033,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,10
22440035,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,2
22440040,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,4
22440060,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,5
22440230,Vidigal,-22.981409,-43.231927,prefixo3,2.5,2,1
22441012,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,2
22441015,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,3
22441030,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,5
22441070,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,10
22441090,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,4
22441120,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,13
22441140,Leblon,-22.979407,-43.222091,prefixo5,2.5,2,14
22450000,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,1
22450001,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,10
22450002,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,4
22450054,Rocinha,-22.993815,-43.239012,prefixo5,2.5,2,5
22450130,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,6
22450140,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,3
22450190,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,8
22450200,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,5
22450210,Leblon,-22.993815,-43.239012,prefixo5,2.5,2,1
22450220,Vidigal,-22.995359,-43.234914,cep_exato,2.5,2,87
22450221,São Conrado,-22.993546,-43.252896,cep_exato,2.10,2,13
22450230,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,125
22450241,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,80
22450242,Vidigal,-22.993761,-43.235422,cep_exato,2.5,2,95
22450243,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,1
22450244,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,1
22450250,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,81
22450260,Vidigal,-22.992648,-43.236404,cep_exato,2.5,2,47
22450264,Rocinha,-22.993815,-43.239012,prefixo5,2.5,2,1
22450270,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,152
22450280,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,2
22450693,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,1
22450750,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,1
22450970,Vidigal,-22.993815,-43.239012,prefixo5,2.5,2,19
22451000,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,12
22451030,Gávea,-22.977526,-43.227962,cep_exato,2.6,2,4
22451040,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,11
22451041,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,6
22451042,Gávea,-22.978158,-43.233683,cep_exato,2.6,2,3
22451044,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,4
22451047,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,3
22451050,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,2
22451080,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,1
22451100,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,5
22451130,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,3
22451146,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,2
22451162,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451163,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451170,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,1
22451200,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,2
22451201,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451226,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,6
22451230,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,2
22451240,Gávea,-22.981455,-43.240524,cep_exato,2.6,2,309
22451250,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,54
22451260,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,58
22451261,Rocinha,-22.983711,-43.250022,cep_exato,2.8,2,214
22451262,Gávea,-22.987365,-43.246328,cep_exato,2.8,2,1255
22451263,Gávea,-22.990015,-43.244788,cep_exato,2.8,2,118
22451264,Gávea,-22.985511,-43.246407,cep_exato,2.8,2,1250
22451265,Gávea,-22.987367,-43.245502,cep_exato,2.8,2,714
22451266,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,24
22451267,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,219
22451268,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,46
22451269,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,15
22451270,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,13
22451271,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,67
22451272,Gávea,-22.988589,-43.250497,cep_exato,2.7,2,134
22451280,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,4
22451294,Vidigal,-22.985747,-43.243941,prefixo5,2.6,2,1
22451300,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451330,Gávea,-22.987409,-43.247697,cep_exato,2.8,2,716
22451340,Rocinha,-22.990966,-43.249348,cep_exato,2.10,2,71
22451345,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451350,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,55
22451355,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,9
22451360,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,5
22451362,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,18
22451364,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,14
22451365,Rocinha,-22.991292,-43.249059,cep_exato,2.10,2,38
22451366,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,16
22451367,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,3
22451370,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,25
22451375,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,224
22451385,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,8
22451390,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,62
22451395,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,8
22451400,Rocinha,-22.986383,-43.245284,cep_exato,2.8,2,607
22451402,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451405,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,3
22451410,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,39
22451445,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,5
22451450,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,76
22451455,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,73
22451460,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,64
22451461,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451470,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,60
22451480,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,73
22451490,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,58
22451500,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,194
22451506,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,2
22451510,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,89
22451520,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,57
22451530,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,142
22451540,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,77
22451545,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,4
22451550,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,248
22451560,Rocinha,-22.987364,-43.246889,cep_exato,2.8,2,59
22451562,Gávea,-22.985747,-43.243941,prefixo5,2.6,2,2
22451570,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,114
22451580,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,19
22451590,Rocinha,-22.989905,-43.251242,cep_exato,2.7,2,85
22451600,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,59
22451610,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,61
22451620,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,57
22451630,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,25
22451640,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,9
22451650,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,19
22451660,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,12
22451670,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,14
22451680,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,5
22451690,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,6
22451700,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,1
22451710,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,10
22451720,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,16
22451730,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,51
22451741,Rocinha,-22.985747,-43.243941,prefixo5,2.6,2,2
22452020,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,38
22452030,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,12
22452040,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,8
22452050,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,10
22452060,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,2
22452070,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,26
22452080,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,22
22452090,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,29
22452100,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,42
22452110,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,24
22452130,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,27
22452140,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,4
22452150,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,18
22452160,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,94
22452170,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,43
22452180,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,8
22452190,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,17
22452200,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,5
22452210,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,24
22452220,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,5
22452230,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,1
22452240,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,27
22452260,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,3
22452262,Rocinha,-22.996197,-43.245549,prefixo5,2.5,2,1
22452270,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,8
22452280,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,15
22452290,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,27
22452300,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,30
22452310,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,9
22452320,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,1
22452330,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,2
22452340,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,6
22452350,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,25
22452360,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,14
22452370,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,6
22452390,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,40
22452400,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,14
22452410,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,3
22452430,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,10
22452440,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,6
22452450,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,9
22452460,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,18
22452470,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,11
22452480,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,26
22452490,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,4
22452500,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,12
22452520,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,31
22452540,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,2
22452550,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,15
22452560,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,42
22452570,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,11
22452590,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,34
22452600,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,10
22452610,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,10
22452620,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,22
22452630,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,4
22452639,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,3
22452640,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,4
22452650,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,4
22452660,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,4
22452665,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,32
22452670,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,13
22452680,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,5
22452690,Vidigal,-22.996197,-43.245549,cep_exato,2.5,2,2
22452693,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,140
22452694,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,77
22452695,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,1
22452696,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,2
22452700,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,12
22452710,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,9
22452720,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,6
22452730,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,17
22452740,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,9
22452750,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,97
22452760,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,3
22452770,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,12
22452780,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,20
22452964,Vidigal,-22.996197,-43.245549,prefixo5,2.5,2,1
22453050,Jacarepaguá,-22.981409,-43.231927,prefixo3,2.5,2,6
22456230,Leblon,-22.981409,-43.231927,prefixo3,2.5,2,1
22460000,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,4
22460010,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,15
22460030,Jardim Botânico,-22.965519,-43.226514,cep_exato,2.6,2,70
22460035,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,24
22460036,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,8
22460100,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,4
22460190,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,6
22460200,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,1
22460240,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,2
22460250,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,9
22460260,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,1
22460280,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,8
22460290,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,5
22460300,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,34
22460320,Jardim Botânico,-22.965519,-43.226514,prefixo5,2.6,2,12
22461000,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,11
22461002,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,1
22461020,Jardim Botânico,-22.960768,-43.220895,cep_exato,2.6,2,11
22461030,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,8
22461040,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,7
22461090,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,1
22461151,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,14
22461230,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,17
22461240,Jardim Botânico,-22.960768,-43.220895,prefixo5,2.6,2,7
22461265,Rocinha,-22.960768,-43.220895,prefixo5,2.6,2,1
22465660,Gardênia Azul,-22.981409,-43.231927,prefixo3,2.5,2,2
22470003,Lagoa,-22.967244,-43.218047,prefixo5,2.6,2,1
22470010,Lagoa,-22.967244,-43.218047,prefixo5,2.6,2,1
22470040,Lagoa,-22.965107,-43.216601,cep_exato,2.6,2,4
22470050,Jardim Botânico,-22.963151,-43.216267,cep_exato,2.6,2,8
22470070,Gávea,-22.967244,-43.218047,prefixo5,2.6,2,17
22470100,Gávea,-22.967244,-43.218047,prefixo5,2.6,2,3
22470220,Lagoa,-22.967244,-43.218047,prefixo5,2.6,2,1
22470230,Lagoa,-22.967244,-43.218047,prefixo5,2.6,2,5
22471003,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,6
22471110,Lagoa,-22.976214,-43.197810,cep_exato,2.4,2,5
22471150,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,9
22471180,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,9
22471190,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,15
22471210,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,4
22471220,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,2
22471240,Lagoa,-22.963391,-43.202992,cep_exato,2.6,2,3
22471250,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,7
22471340,Lagoa,-22.967117,-43.201434,prefixo5,2.6,2,5
22473311,Tanque,-22.981409,-43.231927,prefixo3,2.5,2,2
22531040,Tijuca,-22.930903,-43.236925,bairro,2.13,2,1
22540147,Sepetiba,-22.966780,-43.689489,bairro,10.20,10,1
22540280,Turiaçu,-22.861239,-43.342526,bairro,5.10,5,1
22540300,Turiaçu,-22.861239,-43.342526,bairro,5.10,5,1
22541240,Gávea,-22.976592,-43.229609,bairro,2.6,2,5
22541263,Rocinha,-22.988224,-43.247896,bairro,2.9,2,1
22541370,Guaratiba,-22.968848,-43.611609,bairro,10.26,10,1
22545126,Rocinha,-22.988224,-43.247896,bairro,2.9,2,1
22550570,Santa Cruz,-22.917144,-43.677414,bairro,10.12,10,1
22550770,Santa Cruz,-22.917144,-43.677414,bairro,10.12,10,1
22555190,Santa Cruz,-22.917144,-43.677414,bairro,10.12,10,1
22560000,Santa Cruz,-22.917144,-43.677414,bairro,10.12,10,1
22573039,Jacarepaguá,-22.943517,-43.373313,bairro,7.13,7,4
22590750,Recreio dos Bandeirantes,-23.017778,-43.483333,bairro,7.29,7,1
22607032,Jardim Oceanico,-22.995668,-43.311127,prefixo3,7.24,7,1
22610001,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,20
22610002,Rocinha,-22.995435,-43.272031,prefixo5,2.10,2,41
22610010,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,1
22610020,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,19
22610040,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,3
22610070,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,3
22610080,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,2
22610095,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,1
22610160,São Conrado,-22.997417,-43.272181,cep_exato,2.10,2,1
22610210,São Conrado,-22.994444,-43.271956,cep_exato,2.10,2,171
22610220,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,5
22610240,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,5
22610390,São Conrado,-22.995435,-43.272031,prefixo5,2.10,2,4
22611000,Joa,-23.008143,-43.299606,prefixo5,7.24,7,7
22611021,Joa,-23.008143,-43.299606,prefixo5,7.24,7,5
22611022,Joa,-23.008143,-43.299606,prefixo5,7.24,7,2
22611030,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,7
22611040,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,14
22611130,Joa,-23.008143,-43.299606,prefixo5,7.24,7,3
22611190,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,5
22611200,Itanhangá,-23.008143,-43.299606,prefixo5,7.24,7,18
22611201,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,19
22611202,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,6
22611220,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,5
22611230,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,5
22611250,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,7
22611260,Barra da Tijuca,-23.008143,-43.299606,cep_exato,7.24,7,10
22611280,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,4
22611290,Barra da Tijuca,-23.008143,-43.299606,prefixo5,7.24,7,1
22620000,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,4
22620031,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,10
22620032,Barra da Tijuca,-23.013044,-43.302767,cep_exato,7.30,7,15
22620061,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,3
22620070,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,4
22620082,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,2
22620100,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,10
22620150,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,5
22620170,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,17
22620171,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,5
22620172,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,2
22620200,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,5
22620220,Barra da Tijuca,-23.011689,-43.308882,prefixo5,7.30,7,2
